INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
36585,T,090108,131324,08.813544N,082.531398W,3135,0,289,
36586,T,090108,131325,08.813544N,082.531396W,3135,0,289,
36587,T,090108,131326,08.813544N,082.531394W,3135,0,289,
36588,T,090108,131327,08.813543N,082.531394W,3135,0,289,
36589,T,090108,131328,08.813543N,082.531393W,3135,0,289,
36590,T,090108,131329,08.813543N,082.531391W,3135,0,289,
36591,T,090108,131330,08.813543N,082.531390W,3135,0,289,
36592,T,090108,131331,08.813543N,082.531388W,3135,0,289,
36593,T,090108,131332,08.813543N,082.531388W,3135,0,289,
36594,T,090108,131333,08.813543N,082.531386W,3135,0,289,
36595,T,090108,131334,08.813543N,082.531386W,3135,0,289,
36596,T,090108,131335,08.813543N,082.531386W,3135,0,289,
36597,T,090108,131336,08.813543N,082.531386W,3135,0,289,
36598,T,090108,131337,08.813543N,082.531386W,3135,0,289,
36599,T,090108,131338,08.813543N,082.531386W,3135,0,289,
36600,T,090108,131339,08.813543N,082.531386W,3135,0,289,
36601,T,090108,131340,08.813543N,082.531386W,3135,0,289,
36602,T,090108,131341,08.813543N,082.531386W,3135,0,289,
36603,T,090108,131342,08.813541N,082.531384W,3135,0,289,
36604,T,090108,131343,08.813541N,082.531384W,3135,0,289,
36605,T,090108,131344,08.813541N,082.531384W,3135,0,289,
36606,T,090108,131345,08.813541N,082.531384W,3135,0,289,
36607,T,090108,131346,08.813541N,082.531384W,3135,0,289,
36608,T,090108,131347,08.813541N,082.531384W,3135,0,289,
36609,T,090108,131348,08.813541N,082.531384W,3135,0,289,
36610,T,090108,131349,08.813541N,082.531386W,3135,0,289,
36611,T,090108,131350,08.813541N,082.531386W,3135,0,289,
36612,T,090108,131351,08.813541N,082.531386W,3135,0,289,
36613,T,090108,131352,08.813541N,082.531386W,3135,0,289,
36614,T,090108,131353,08.813541N,082.531388W,3135,0,289,
36615,T,090108,131354,08.813541N,082.531390W,3135,0,289,
36616,T,090108,131355,08.813541N,082.531390W,3135,0,289,
36617,T,090108,131356,08.813541N,082.531391W,3135,0,289,
36618,T,090108,131357,08.813541N,082.531393W,3135,0,289,
36619,T,090108,131358,08.813543N,082.531394W,3135,0,289,
36620,T,090108,131359,08.813543N,082.531396W,3135,0,289,
36621,T,090108,131400,08.813543N,082.531398W,3135,0,289,
36622,T,090108,131401,08.813543N,082.531398W,3135,0,289,
36623,T,090108,131402,08.813543N,082.531399W,3135,0,289,
36624,T,090108,131403,08.813543N,082.531401W,3135,0,289,
36625,T,090108,131404,08.813543N,082.531401W,3135,0,289,
36626,T,090108,131405,08.813543N,082.531401W,3135,0,289,
36627,T,090108,131406,08.813543N,082.531401W,3135,0,289,
36628,T,090108,131407,08.813543N,082.531403W,3135,0,289,
36629,T,090108,131408,08.813543N,082.531405W,3135,0,289,
36630,T,090108,131409,08.813543N,082.531403W,3135,0,289,
36631,T,090108,131410,08.813540N,082.531398W,3135,0,289,
36632,T,090108,131411,08.813538N,082.531401W,3135,0,289,
36633,T,090108,131412,08.813540N,082.531406W,3135,0,289,
36634,T,090108,131413,08.813538N,082.531403W,3135,0,289,
36635,T,090108,131414,08.813536N,082.531399W,3136,0,289,
36636,T,090108,131415,08.813536N,082.531398W,3136,0,289,
36637,T,090108,131416,08.813535N,082.531398W,3136,0,289,
36638,T,090108,131417,08.813536N,082.531396W,3136,0,289,
36639,T,090108,131418,08.813536N,082.531394W,3136,0,289,
36640,T,090108,131419,08.813536N,082.531391W,3136,0,289,
36641,T,090108,131420,08.813535N,082.531390W,3136,0,289,
36642,T,090108,131421,08.813540N,082.531391W,3136,0,289,
36643,T,090108,131422,08.813541N,082.531394W,3136,0,289,
36644,T,090108,131423,08.813548N,082.531398W,3137,0,289,
36645,T,090108,131424,08.813555N,082.531401W,3137,0,289,
36646,T,090108,131425,08.813571N,082.531411W,3137,0,289,
36647,T,090108,131426,08.813571N,082.531413W,3137,0,289,
36648,T,090108,131427,08.813575N,082.531415W,3137,0,289,
36649,T,090108,131428,08.813585N,082.531423W,3137,0,289,
36650,T,090108,131429,08.813589N,082.531428W,3137,0,289,
36651,T,090108,131430,08.813595N,082.531436W,3137,0,289,
36652,T,090108,131431,08.813600N,082.531443W,3137,0,289,
36653,T,090108,131432,08.813600N,082.531446W,3137,0,289,
36654,T,090108,131433,08.813604N,082.531460W,3137,0,289,
36655,T,090108,131434,08.813611N,082.531465W,3137,0,289,
36656,T,090108,131435,08.813616N,082.531466W,3137,0,289,
36657,T,090108,131436,08.813626N,082.531469W,3137,0,289,
36658,T,090108,131437,08.813628N,082.531469W,3137,0,289,
36659,T,090108,131438,08.813631N,082.531474W,3137,0,289,
36660,T,090108,131439,08.813636N,082.531474W,3137,0,289,
36661,T,090108,131440,08.813648N,082.531473W,3138,0,289,
36662,T,090108,131441,08.813653N,082.531473W,3138,0,289,
36663,T,090108,131442,08.813661N,082.531474W,3138,0,0,
36664,T,090108,131443,08.813671N,082.531473W,3138,0,0,
36665,T,090108,131444,08.813676N,082.531471W,3138,1,16,
36666,T,090108,131445,08.813685N,082.531466W,3138,0,16,
36667,T,090108,131446,08.813691N,082.531463W,3138,0,16,
36668,T,090108,131447,08.813694N,082.531460W,3139,0,16,
36669,T,090108,131448,08.813701N,082.531460W,3139,0,16,
36670,T,090108,131449,08.813701N,082.531466W,3139,0,16,
36671,T,090108,131450,08.813704N,082.531466W,3139,0,16,
36672,T,090108,131451,08.813715N,082.531463W,3139,0,16,
36673,T,090108,131452,08.813721N,082.531468W,3139,0,16,
36674,T,090108,131453,08.813731N,082.531466W,3139,0,16,
36675,T,090108,131454,08.813743N,082.531465W,3139,0,16,
36676,T,090108,131455,08.813743N,082.531455W,3139,0,16,
36677,T,090108,131456,08.813750N,082.531456W,3139,0,16,
36678,T,090108,131457,08.813758N,082.531458W,3139,0,16,
36679,T,090108,131458,08.813763N,082.531450W,3139,0,16,
36680,T,090108,131459,08.813768N,082.531444W,3139,0,16,
36681,T,090108,131500,08.813776N,082.531451W,3139,0,16,
36682,T,090108,131501,08.813786N,082.531448W,3139,0,16,
36683,T,090108,131502,08.813796N,082.531446W,3139,0,16,
36684,T,090108,131503,08.813803N,082.531439W,3139,3,38,
36685,T,090108,131504,08.813808N,082.531435W,3139,0,38,
36686,T,090108,131505,08.813814N,082.531443W,3139,0,38,
36687,T,090108,131506,08.813821N,082.531439W,3139,0,38,
36688,T,090108,131507,08.813828N,082.531431W,3140,0,38,
36689,T,090108,131508,08.813834N,082.531433W,3140,0,38,
36690,T,090108,131509,08.813841N,082.531426W,3140,0,38,
36691,T,090108,131510,08.813848N,082.531418W,3140,0,38,
36692,T,090108,131511,08.813854N,082.531413W,3140,0,38,
36693,T,090108,131512,08.813858N,082.531420W,3140,0,38,
36694,T,090108,131513,08.813861N,082.531416W,3140,0,38,
36695,T,090108,131514,08.813865N,082.531416W,3140,0,38,
36696,T,090108,131515,08.813871N,082.531415W,3140,0,38,
36697,T,090108,131516,08.813874N,082.531413W,3140,0,38,
36698,T,090108,131517,08.813879N,082.531410W,3140,0,38,
36699,T,090108,131518,08.813888N,082.531406W,3140,0,38,
36700,T,090108,131519,08.813890N,082.531401W,3141,0,38,
36701,T,090108,131520,08.813891N,082.531396W,3141,0,38,
36702,T,090108,131521,08.813898N,082.531396W,3141,0,38,
36703,T,090108,131522,08.813899N,082.531394W,3140,0,38,
36704,T,090108,131523,08.813899N,082.531393W,3141,0,38,
36705,T,090108,131524,08.813903N,082.531379W,3140,0,38,
36706,T,090108,131525,08.813906N,082.531373W,3140,0,38,
36707,T,090108,131526,08.813913N,082.531368W,3141,0,38,
36708,T,090108,131527,08.813918N,082.531365W,3141,0,38,
36709,T,090108,131528,08.813923N,082.531356W,3141,0,38,
36710,T,090108,131529,08.813926N,082.531351W,3141,0,38,
36711,T,090108,131530,08.813931N,082.531346W,3141,0,38,
36712,T,090108,131531,08.813933N,082.531339W,3141,0,38,
36713,T,090108,131532,08.813935N,082.531334W,3141,0,38,
36714,T,090108,131533,08.813933N,082.531330W,3142,0,38,
36715,T,090108,131534,08.813933N,082.531325W,3142,0,38,
36716,T,090108,131535,08.813935N,082.531321W,3142,0,38,
36717,T,090108,131536,08.813938N,082.531316W,3142,0,38,
36718,T,090108,131537,08.813943N,082.531318W,3142,0,38,
36719,T,090108,131538,08.813949N,082.531315W,3142,0,38,
36720,T,090108,131539,08.813953N,082.531304W,3142,0,38,
36721,T,090108,131540,08.813956N,082.531298W,3142,0,38,
36722,T,090108,131541,08.813959N,082.531291W,3143,0,38,
36723,T,090108,131542,08.813961N,082.531288W,3143,0,38,
36724,T,090108,131543,08.813963N,082.531285W,3143,0,38,
36725,T,090108,131544,08.813968N,082.531280W,3143,0,38,
36726,T,090108,131545,08.813970N,082.531275W,3143,0,38,
36727,T,090108,131546,08.813970N,082.531264W,3143,0,38,
36728,T,090108,131547,08.813971N,082.531253W,3143,0,38,
36729,T,090108,131548,08.813975N,082.531249W,3143,0,38,
36730,T,090108,131549,08.813983N,082.531240W,3143,0,38,
36731,T,090108,131550,08.813989N,082.531238W,3143,0,38,
36732,T,090108,131551,08.814003N,082.531218W,3143,0,38,
36733,T,090108,131552,08.814006N,082.531208W,3144,0,38,
36734,T,090108,131553,08.814013N,082.531206W,3144,0,38,
36735,T,090108,131554,08.814016N,082.531203W,3144,0,38,
36736,T,090108,131555,08.814021N,082.531200W,3144,0,38,
36737,T,090108,131556,08.814023N,082.531196W,3144,0,38,
36738,T,090108,131557,08.814026N,082.531196W,3144,0,38,
36739,T,090108,131558,08.814025N,082.531198W,3144,0,38,
36740,T,090108,131559,08.814023N,082.531196W,3144,0,38,
36741,T,090108,131600,08.814023N,082.531196W,3144,0,38,
36742,T,090108,131601,08.814021N,082.531191W,3144,0,38,
36743,T,090108,131602,08.814015N,082.531196W,3144,0,38,
36744,T,090108,131603,08.814015N,082.531193W,3144,0,38,
36745,T,090108,131604,08.814011N,082.531188W,3145,0,38,
36746,T,090108,131605,08.814011N,082.531183W,3145,0,38,
36747,T,090108,131606,08.814011N,082.531181W,3145,0,38,
36748,T,090108,131607,08.814011N,082.531176W,3145,0,38,
36749,T,090108,131608,08.814020N,082.531174W,3145,0,38,
36750,T,090108,131609,08.814021N,082.531171W,3145,0,38,
36751,T,090108,131610,08.814026N,082.531170W,3145,0,38,
36752,T,090108,131611,08.814026N,082.531166W,3145,0,38,
36753,T,090108,131612,08.814023N,082.531163W,3145,0,38,
36754,T,090108,131613,08.814015N,082.531163W,3145,0,38,
36755,T,090108,131614,08.814013N,082.531158W,3145,0,38,
36756,T,090108,131615,08.814013N,082.531155W,3145,0,38,
36757,T,090108,131616,08.814013N,082.531150W,3146,0,38,
36758,T,090108,131617,08.814011N,082.531148W,3146,0,38,
36759,T,090108,131618,08.814013N,082.531143W,3146,0,38,
36760,T,090108,131619,08.814015N,082.531138W,3146,0,38,
36761,T,090108,131620,08.814018N,082.531123W,3146,3,50,
36762,T,090108,131621,08.814023N,082.531120W,3146,0,50,
36763,T,090108,131622,08.814028N,082.531118W,3146,0,50,
36764,T,090108,131623,08.814033N,082.531116W,3147,0,50,
36765,T,090108,131624,08.814039N,082.531113W,3147,0,50,
36766,T,090108,131625,08.814038N,082.531110W,3147,3,53,
36767,T,090108,131626,08.814046N,082.531100W,3147,3,44,
36768,T,090108,131627,08.814051N,082.531088W,3147,3,48,
36769,T,090108,131628,08.814060N,082.531080W,3147,0,48,
36770,T,090108,131629,08.814063N,082.531073W,3147,0,48,
36771,T,090108,131630,08.814070N,082.531068W,3148,0,48,
36772,T,090108,131631,08.814076N,082.531066W,3148,0,48,
36773,T,090108,131632,08.814076N,082.531065W,3148,0,48,
36774,T,090108,131633,08.814078N,082.531060W,3148,0,48,
36775,T,090108,131634,08.814079N,082.531056W,3148,0,48,
36776,T,090108,131635,08.814079N,082.531051W,3148,0,48,
36777,T,090108,131636,08.814079N,082.531046W,3148,0,48,
36778,T,090108,131637,08.814081N,082.531043W,3148,0,48,
36779,T,090108,131638,08.814079N,082.531038W,3148,0,48,
36780,T,090108,131639,08.814079N,082.531033W,3148,0,48,
36781,T,090108,131640,08.814078N,082.531026W,3148,0,48,
36782,T,090108,131641,08.814071N,082.531020W,3148,0,48,
36783,T,090108,131642,08.814066N,082.531013W,3148,0,48,
36784,T,090108,131643,08.814063N,082.531003W,3148,0,48,
36785,T,090108,131644,08.814061N,082.530983W,3148,0,48,
36786,T,090108,131645,08.814060N,082.530966W,3148,1,90,
36787,T,090108,131646,08.814063N,082.530954W,3148,0,90,
36788,T,090108,131647,08.814061N,082.530949W,3148,0,90,
36789,T,090108,131648,08.814058N,082.530945W,3148,0,90,
36790,T,090108,131649,08.814056N,082.530938W,3148,0,90,
36791,T,090108,131650,08.814053N,082.530931W,3148,0,90,
36792,T,090108,131651,08.814048N,082.530898W,3148,0,90,
36793,T,090108,131652,08.814034N,082.530880W,3148,0,90,
36794,T,090108,131653,08.814030N,082.530868W,3148,0,90,
36795,T,090108,131654,08.814030N,082.530863W,3148,0,90,
36796,T,090108,131655,08.814016N,082.530840W,3149,0,90,
36797,T,090108,131656,08.814018N,082.530828W,3149,0,90,
36798,T,090108,131657,08.814020N,082.530823W,3149,0,90,
36799,T,090108,131658,08.814028N,082.530791W,3149,0,90,
36800,T,090108,131659,08.814041N,082.530765W,3148,0,90,
36801,T,090108,131700,08.814045N,082.530751W,3148,0,90,
36802,T,090108,131701,08.814049N,082.530741W,3148,0,90,
36803,T,090108,131702,08.814051N,082.530736W,3148,0,90,
36804,T,090108,131703,08.814051N,082.530726W,3148,0,90,
36805,T,090108,131704,08.814048N,082.530720W,3148,0,90,
36806,T,090108,131705,08.814049N,082.530711W,3148,0,90,
36807,T,090108,131706,08.814053N,082.530703W,3148,0,90,
36808,T,090108,131707,08.814054N,082.530688W,3148,0,90,
36809,T,090108,131708,08.814056N,082.530676W,3148,0,90,
36810,T,090108,131709,08.814060N,082.530663W,3148,0,90,
36811,T,090108,131710,08.814060N,082.530656W,3148,0,90,
36812,T,090108,131711,08.814054N,082.530653W,3148,0,90,
36813,T,090108,131712,08.814054N,082.530651W,3148,0,90,
36814,T,090108,131713,08.814049N,082.530644W,3148,0,90,
36815,T,090108,131714,08.814049N,082.530635W,3148,0,90,
36816,T,090108,131715,08.814045N,082.530630W,3148,0,90,
36817,T,090108,131716,08.814045N,082.530620W,3148,0,90,
36818,T,090108,131717,08.814045N,082.530609W,3148,0,90,
36819,T,090108,131718,08.814048N,082.530599W,3148,0,90,
36820,T,090108,131719,08.814051N,082.530590W,3149,0,90,
36821,T,090108,131720,08.814060N,082.530575W,3149,0,90,
36822,T,090108,131721,08.814065N,082.530553W,3149,0,90,
36823,T,090108,131722,08.814063N,082.530549W,3149,0,90,
36824,T,090108,131723,08.814061N,082.530541W,3149,0,90,
36825,T,090108,131724,08.814066N,082.530530W,3149,0,90,
36826,T,090108,131725,08.814070N,082.530513W,3149,0,90,
36827,T,090108,131726,08.814071N,082.530498W,3149,0,90,
36828,T,090108,131727,08.814071N,082.530491W,3149,0,90,
36829,T,090108,131728,08.814075N,082.530483W,3149,0,90,
36830,T,090108,131729,08.814075N,082.530478W,3149,0,90,
36831,T,090108,131730,08.814076N,082.530466W,3150,0,90,
36832,T,090108,131731,08.814081N,082.530445W,3149,0,90,
36833,T,090108,131732,08.814086N,082.530433W,3149,0,90,
36834,T,090108,131733,08.814090N,082.530401W,3149,0,90,
36835,T,090108,131734,08.814091N,082.530396W,3149,0,90,
36836,T,090108,131735,08.814094N,082.530378W,3149,0,90,
36837,T,090108,131736,08.814096N,082.530366W,3149,0,90,
36838,T,090108,131737,08.814094N,082.530348W,3149,0,90,
36839,T,090108,131738,08.814098N,082.530339W,3149,0,90,
36840,T,090108,131739,08.814098N,082.530326W,3149,0,90,
36841,T,090108,131740,08.814098N,082.530318W,3149,0,90,
36842,T,090108,131741,08.814096N,082.530315W,3149,0,90,
36843,T,090108,131742,08.814096N,082.530304W,3149,0,90,
36844,T,090108,131743,08.814098N,082.530296W,3149,0,90,
36845,T,090108,131744,08.814094N,082.530281W,3149,0,90,
36846,T,090108,131745,08.814088N,082.530261W,3149,0,90,
36847,T,090108,131746,08.814079N,082.530231W,3149,0,90,
36848,T,090108,131747,08.814083N,082.530228W,3149,0,90,
36849,T,090108,131748,08.814084N,082.530216W,3149,0,90,
36850,T,090108,131749,08.814090N,082.530198W,3149,1,85,
36851,T,090108,131750,08.814086N,082.530196W,3149,0,85,
36852,T,090108,131751,08.814088N,082.530188W,3149,0,85,
36853,T,090108,131752,08.814078N,082.530171W,3149,0,85,
36854,T,090108,131753,08.814068N,082.530161W,3149,0,85,
36855,T,090108,131754,08.814066N,082.530156W,3149,0,85,
36856,T,090108,131755,08.814070N,082.530140W,3149,0,85,
36857,T,090108,131756,08.814070N,082.530128W,3149,0,85,
36858,T,090108,131757,08.814068N,082.530116W,3148,0,85,
36859,T,090108,131758,08.814068N,082.530106W,3148,0,85,
36860,T,090108,131759,08.814066N,082.530091W,3148,0,85,
36861,T,090108,131800,08.814066N,082.530079W,3148,0,85,
36862,T,090108,131801,08.814068N,082.530063W,3148,0,85,
36863,T,090108,131802,08.814066N,082.530053W,3148,0,85,
36864,T,090108,131803,08.814063N,082.530051W,3148,0,85,
36865,T,090108,131804,08.814061N,082.530045W,3148,0,85,
36866,T,090108,131805,08.814061N,082.530041W,3148,0,85,
36867,T,090108,131806,08.814060N,082.530034W,3148,0,85,
36868,T,090108,131807,08.814058N,082.530028W,3148,0,85,
36869,T,090108,131808,08.814060N,082.530014W,3148,0,85,
36870,T,090108,131809,08.814060N,082.530006W,3148,0,85,
36871,T,090108,131810,08.814054N,082.530001W,3148,0,85,
36872,T,090108,131811,08.814056N,082.529993W,3148,0,85,
36873,T,090108,131812,08.814049N,082.529975W,3148,0,85,
36874,T,090108,131813,08.814049N,082.529958W,3148,3,84,
36875,T,090108,131814,08.814049N,082.529943W,3148,3,84,
36876,T,090108,131815,08.814046N,082.529924W,3148,1,90,
36877,T,090108,131816,08.814045N,082.529904W,3147,0,90,
36878,T,090108,131817,08.814046N,082.529901W,3148,0,90,
36879,T,090108,131818,08.814043N,082.529891W,3148,0,90,
36880,T,090108,131819,08.814031N,082.529893W,3148,0,90,
36881,T,090108,131820,08.814025N,082.529888W,3149,0,90,
36882,T,090108,131821,08.814034N,082.529875W,3149,0,90,
36883,T,090108,131822,08.814034N,082.529863W,3150,0,90,
36884,T,090108,131823,08.814036N,082.529851W,3150,0,90,
36885,T,090108,131824,08.814033N,082.529836W,3150,0,90,
36886,T,090108,131825,08.814030N,082.529828W,3150,0,90,
36887,T,090108,131826,08.814028N,082.529811W,3150,0,90,
36888,T,090108,131827,08.814026N,082.529795W,3150,0,90,
36889,T,090108,131828,08.814028N,082.529778W,3150,3,86,
36890,T,090108,131829,08.814023N,082.529780W,3150,0,86,
36891,T,090108,131830,08.814018N,082.529769W,3150,0,86,
36892,T,090108,131831,08.814018N,082.529761W,3150,0,86,
36893,T,090108,131832,08.814021N,082.529745W,3149,0,84,
36894,T,090108,131833,08.814015N,082.529730W,3149,3,98,
36895,T,090108,131834,08.814013N,082.529711W,3149,0,98,
36896,T,090108,131835,08.814013N,082.529705W,3149,0,98,
36897,T,090108,131836,08.814016N,082.529693W,3149,0,98,
36898,T,090108,131837,08.814013N,082.529678W,3149,0,98,
36899,T,090108,131838,08.814008N,082.529665W,3148,0,98,
36900,T,090108,131839,08.814008N,082.529658W,3149,0,98,
36901,T,090108,131840,08.814003N,082.529658W,3149,0,98,
36902,T,090108,131841,08.814003N,082.529644W,3149,0,98,
36903,T,090108,131842,08.814000N,082.529629W,3149,0,98,
36904,T,090108,131843,08.813998N,082.529615W,3149,0,98,
36905,T,090108,131844,08.814000N,082.529605W,3149,1,87,
36906,T,090108,131845,08.813996N,082.529603W,3150,0,87,
36907,T,090108,131846,08.813994N,082.529601W,3150,0,87,
36908,T,090108,131847,08.813983N,082.529589W,3150,0,87,
36909,T,090108,131848,08.813980N,082.529580W,3150,0,87,
36910,T,090108,131849,08.813971N,082.529570W,3150,0,87,
36911,T,090108,131850,08.813966N,082.529554W,3150,0,87,
36912,T,090108,131851,08.813963N,082.529546W,3150,0,87,
36913,T,090108,131852,08.813956N,082.529535W,3150,0,98,
36914,T,090108,131853,08.813953N,082.529533W,3150,0,98,
36915,T,090108,131854,08.813943N,082.529523W,3150,0,98,
36916,T,090108,131855,08.813935N,082.529513W,3150,0,98,
